fecha,anio,mes,concepto_descripcion,concepto_codigo,nivel_jerarquia,valor_millones_pesos,fuente_archivo
2019-05-01,2019,5,Otras transferencias,Otras transferencias,2,566.2,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Otros,Otros,1,3169.8,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Otros Gastos Corrientes,Otros_gastos_corrientes,1,2249.3,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Otros ingresos corrientes,Otros_ingresos_corrientes,1,9158.9,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Otras Programos Sociales,Otros_prog_sociales,2,11655.6,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Prestaciones sociales,Prestaciones_sociales,1,179194.8,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,RESULTADO FINANCIERO,RESULTADO_FINANCIERO,0,-38634.2,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,RESULTADO PRIMARIO,RESULTADO_PRIMARIO,0,25973.8,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Rentas de la propiedad,Rentas_propiedad,1,14133.5,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Resto rentas de la propiedad,Rentas_propiedad,2,5829.1,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Resto ingresos corrientes,Resto ingresos corrientes,2,1702.5,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Salarios,Salarios,2,39651.9,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Salud,Salud,2,665.8,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Seguridad Social,Seguridad Social,2,1918.7,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Subsidios económicos,Subsidios_economicos,1,24115.8,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Energía,Subsidios_energia,2,16662.5,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Energía,Subsidios_energia,1,1445.7,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Transporte,Subsidios_transporte,2,7283.8,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Transporte,Subsidios_transporte,1,9587.7,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Transferencias corrientes a provincias,Transf_corrientes_provincias,1,5453.1,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Transferencias a universidades,Transf_universidades,1,10772.1,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Transferencias a provincias,Transferencias a provincias,2,723.0,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Transferencias corrientes,Transferencias corrientes,2,334.3,resultado_fiscal_mayo-20.xls
